song_id,entry_date,exit_date,peak_position,days_on_playlist,peak_date,is_explicit,album_type,entry_to_peak_days,lifetime_days
la vuelta_feid,2024-12-02,2024-12-02,48,1,2024-12-02,False,album,0,1
la última_quevedo,2025-02-03,2025-03-23,1,47,2025-02-03,False,single,0,49
la_original.mp3_emilia,2024-11-04,2025-06-03,10,201,2025-03-08,False,album,124,212
lady madrizzz_céro,2024-11-03,2025-03-02,8,117,2024-11-16,False,single,13,120
laguna_mora,2024-08-30,2024-09-02,11,4,2024-08-30,True,album,0,4
lala_myke towers,2024-06-29,2025-09-24,1,309,2024-07-05,True,album,6,453
las babys_aitana,2024-06-09,2024-08-29,4,82,2024-06-11,False,single,2,82
las bratz (remix)_aissa & jc reyes & saiko,2024-05-18,2024-05-27,44,10,2024-05-20,True,single,2,10
last christmas - single version_wham!,2024-12-23,2024-12-27,4,5,2024-12-25,False,album,2,5
latte (feat. maria becerra)_the academy: segunda misión & sech & dalex,2025-03-31,2025-03-31,43,1,2025-03-31,True,album,0,1
let it snow! let it snow! let it snow! (with the b. swanson quartet)_frank sinatra,2024-12-25,2024-12-25,33,1,2024-12-25,False,album,0,1
let it snow! let it snow! let it snow!_dean martin,2024-12-25,2024-12-27,15,3,2024-12-25,False,album,0,3
like i can (feat. aitana)_sam smith & aitana,2025-08-10,2025-08-10,42,1,2025-08-10,False,single,0,1
lo que no ves de mí_juanjo bona,2025-04-18,2025-04-18,38,1,2025-04-18,False,single,0,1
lo que tiene_morad & beny jr & rvfv,2025-03-10,2025-11-23,5,254,2025-03-13,False,single,3,259
lokita_mora,2024-08-30,2024-09-02,13,4,2024-08-30,True,album,0,4
lollipop_darell,2024-10-02,2025-01-17,1,105,2024-10-21,True,album,19,108
los del espacio_lit killah,2024-06-04,2025-02-16,2,257,2024-06-09,False,single,5,258
los días contados_quevedo,2025-11-24,2025-11-27,4,4,2025-11-24,False,album,0,4
los pits_bad bunny,2024-10-14,2024-10-20,20,7,2024-10-14,True,album,0,7
los ángeles_aitana,2024-05-18,2024-08-05,20,80,2024-05-18,False,single,0,80
luces de tecno_feid,2024-09-30,2025-02-03,7,124,2024-09-30,False,album,0,127
luchas mentales_eladio carrion,2025-01-21,2025-01-21,43,1,2025-01-21,False,album,0,1
luna llena_beny jr,2025-07-31,2025-11-27,4,119,2025-10-14,False,album,75,120
luna_feid,2024-12-02,2025-11-27,2,356,2025-01-11,False,album,40,361
luna_saiko,2025-04-28,2025-05-09,9,12,2025-04-28,False,album,0,12
lunch_billie eilish,2025-05-19,2025-05-30,20,12,2025-05-25,False,album,6,12
m.a.i_milo j,2025-01-17,2025-04-30,4,99,2025-01-31,False,album,14,104
ma meilleure ennemie (from the series arcane league of legends)_stromae & pomme & arcane,2025-11-27,2025-11-27,38,1,2025-11-27,False,single,0,1
madrid city_ana mena,2024-09-30,2025-04-15,13,180,2025-01-03,False,single,95,198
mal de amores_natos y waor & israel b,2025-02-11,2025-02-17,29,4,2025-02-15,False,single,4,7
mala suerte_lola indigo & dellafuente,2024-09-03,2024-09-09,32,7,2024-09-06,False,single,3,7
malicia_dellafuente,2025-06-16,2025-06-21,29,6,2025-06-16,False,album,0,6
mama's boy_eladio carrion,2025-01-21,2025-01-21,34,1,2025-01-21,False,album,0,1
mamasota_manuel turizo & yandel,2025-03-15,2025-03-15,50,1,2025-03-15,False,single,0,1
mami chula_jhayco & quevedo,2024-05-18,2024-09-18,6,118,2024-05-18,False,single,0,124
mamichula - con nicki nicole_trueno,2025-02-18,2025-04-05,7,43,2025-03-04,False,album,14,47
manos rotas_dellafuente & morad,2024-11-18,2025-11-23,1,328,2024-11-29,False,single,11,371
maquillaje - remix_refracted arg,2025-04-21,2025-04-24,32,4,2025-04-21,False,album,0,4
maquillaje - remix_renn & myke towers & nio garcia,2025-07-10,2025-07-14,25,4,2025-07-14,True,single,4,5
maquillaje_renn & yexel,2025-03-21,2025-06-02,18,65,2025-04-08,True,single,18,74
marea_mora,2024-08-30,2024-08-31,24,2,2024-08-30,True,album,0,2
martini_dei v,2025-05-02,2025-11-23,7,150,2025-06-17,True,single,46,206
me has invitado a bailar_dani fernández,2025-09-04,2025-11-27,15,85,2025-10-31,False,single,57,85
media luna_mora,2024-08-30,2024-09-21,5,14,2024-08-30,False,album,0,23
mejor así_myke towers,2025-08-24,2025-08-24,37,1,2025-08-24,True,album,0,1
memorias_mora,2024-05-18,2024-05-27,39,10,2024-05-23,False,album,5,10
mencionar_eladio carrion,2025-01-21,2025-01-21,42,1,2025-01-21,False,album,0,1
mercedes carota_bad bunny,2024-10-14,2024-10-21,17,8,2024-10-14,True,album,0,8
mercho_lil cake & migrantes,2024-05-18,2024-08-29,21,104,2024-05-29,False,single,11,104
mi cuarto_tiago pzk & rels b,2025-10-27,2025-10-27,46,1,2025-10-27,False,single,0,1
mi droga_myke towers,2024-05-18,2024-05-20,46,3,2024-05-18,True,album,0,3
mi ex tenía razón_karol g,2024-08-13,2025-07-31,16,22,2024-08-13,False,album,0,353
mi lova_bad gyal & myke towers,2024-07-09,2024-08-18,14,41,2024-07-09,True,single,0,41
mi luz (ft. rels b)_rvfv,2024-10-23,2025-10-18,32,172,2025-10-11,False,album,353,361
mi nena remix_maikel delacalle & quevedo,2024-05-18,2024-06-10,26,24,2024-05-19,False,single,1,24
miamor_aitana,2024-09-24,2024-09-26,34,3,2024-09-24,False,album,0,3
miamor_aitana & rels b,2024-08-26,2024-09-23,4,29,2024-08-26,False,single,0,29
mientras me curo del cora_karol g,2025-07-24,2025-08-02,37,10,2025-07-28,False,album,4,10
mil mujeres_rauw alejandro,2025-11-17,2025-11-17,36,1,2025-11-17,True,album,0,1
"milo j: bzrp music sessions, vol. 57_bizarrap & milo j",2024-10-07,2025-02-10,1,59,2024-10-07,False,single,0,127
"milo j: bzrp music sessions, vol. 57_paul thin",2025-02-01,2025-02-02,39,2,2025-02-01,False,single,0,2
mirame_blessd & ovy on the drums,2025-07-15,2025-07-30,13,16,2025-07-19,True,single,4,16
mis tías_juanjo bona,2025-07-21,2025-07-23,44,2,2025-07-21,False,single,0,3
modelito_mora,2024-09-09,2025-06-17,4,278,2024-11-12,True,album,64,282
mojabi ghost_tainy,2024-07-02,2024-08-03,6,33,2024-07-02,True,album,0,33
monaco_bad bunny,2024-10-14,2025-01-12,1,78,2024-10-14,True,album,0,91
mr. moondial_quevedo,2025-11-24,2025-11-27,5,4,2025-11-25,False,album,1,4
mr. october_bad bunny,2024-10-14,2024-10-21,7,8,2024-10-14,True,album,0,8
my love_de la ghetto & quevedo,2024-06-04,2024-07-01,36,27,2024-06-15,False,single,11,28
m€ntiras_cruz cafuné,2025-07-21,2025-07-21,43,1,2025-07-21,True,single,0,1
nadie sabe_bad bunny,2024-10-14,2024-10-28,3,15,2024-10-14,True,album,0,15
nana del hilo rojo_saiko,2025-04-28,2025-05-02,16,5,2025-04-28,False,album,0,5
narcotics (with bryant myers)_dei v & bryant myers,2024-10-04,2025-06-11,15,187,2024-12-28,True,single,85,251
"natanael cano: bzrp music sessions, vol. 59_bizarrap & natanael cano",2025-04-06,2025-04-13,32,8,2025-04-07,True,single,1,8
new woman (feat. rosalía)_lisa & rosalía,2025-08-17,2025-08-30,15,14,2025-08-17,False,single,0,14
ni me conozco_rauw alejandro,2025-11-17,2025-11-22,26,6,2025-11-17,True,album,0,6
niña bonita_feid & sean paul,2024-05-18,2024-08-08,13,83,2024-05-19,False,single,1,83
no digas na_feid & yandel,2025-04-17,2025-04-20,48,4,2025-04-18,False,single,1,4
no estuviste en lo malo - remix_morad & beny jr & dellafuente,2024-10-07,2025-01-31,12,112,2024-10-07,False,single,0,117
no estuviste en lo malo_morad,2024-05-18,2024-06-23,46,11,2024-05-31,False,album,13,37
no has cambiado_baby rasta & noriel & hades66,2025-10-13,2025-11-27,11,24,2025-10-15,True,single,2,46
no me quiero casar_bad bunny,2024-10-14,2024-10-19,22,6,2024-10-14,True,album,0,6
no pienso llamar_soge culebra,2024-10-14,2025-03-02,7,139,2024-12-23,False,album,70,140
no pienso llamar_soge culebra & quevedo & garabatto,2024-10-07,2024-10-13,16,7,2024-10-07,False,single,0,7
no soy eterno_bizarrap & milo j,2024-10-07,2024-10-13,27,7,2024-10-10,False,single,3,7
no te quieren conmigo - remix_gaby music & anuel aa & luar la l,2025-04-07,2025-04-27,17,21,2025-04-07,False,single,0,21
no te quieren conmigo_gaby music & lunay & luar la l,2024-12-20,2025-04-10,4,109,2025-01-10,False,single,21,112
no_se_ve.mp3_emilia,2024-11-04,2025-02-09,32,75,2024-11-05,False,album,1,98
no_se_ve.mp3_emilia & ludmilla & zecca,2024-06-08,2024-11-03,13,134,2024-08-25,True,single,78,149
nochentera_vicco,2024-05-18,2025-01-09,9,156,2024-05-27,False,single,9,237
noemú_quevedo,2025-11-24,2025-11-27,15,4,2025-11-24,False,album,0,4
nueva era_duki,2025-11-03,2025-11-27,3,25,2025-11-08,True,album,5,25
número telefónico_saiko,2025-04-28,2025-05-09,14,12,2025-04-28,True,album,0,12
oa_anuel aa & quevedo & maluma,2024-10-16,2025-04-27,3,191,2024-11-11,True,single,26,194
obvio_myke towers,2024-11-25,2024-11-25,25,1,2024-11-25,True,album,0,1
offline_young miko,2025-04-07,2025-06-15,16,69,2025-04-09,False,album,2,70
ohnana_kapo,2025-07-04,2025-11-27,2,145,2025-08-01,False,single,28,147
omega (feat. ralphie choo)_rosalía,2025-09-27,2025-10-10,3,14,2025-09-27,False,single,0,14
orgullosa de papá_cano,2025-11-01,2025-11-23,45,6,2025-11-16,False,album,15,23
otra noche (feat. darell)_myke towers,2025-08-24,2025-11-16,11,85,2025-09-07,True,album,14,85
otra noche_myke towers & darell,2025-08-20,2025-08-23,36,4,2025-08-23,True,single,3,4
otra oportunidad_myke towers,2025-08-24,2025-08-24,25,1,2025-08-24,True,album,0,1
otro round_myke towers,2024-11-25,2024-11-25,50,1,2024-11-25,True,album,0,1
oye bb_omar montes & nicky jam,2024-11-11,2024-11-11,43,1,2024-11-11,False,single,0,1
pa' la vuelta_eladio carrion & morad,2024-08-06,2024-08-06,49,1,2024-08-06,True,single,0,1
pacto (feat. bryant myers & dei v) - remix_jay wheeler & anuel aa & hades66,2024-07-29,2024-10-06,20,66,2024-08-19,True,single,21,70
pacto (feat. luar la l)_jay wheeler,2024-06-01,2024-07-01,38,31,2024-06-22,True,album,21,31
pasajero_mora,2024-08-30,2024-10-13,4,45,2024-08-30,False,album,0,45
pasaporte_rauw alejandro,2025-11-17,2025-11-17,43,1,2025-11-17,False,album,0,1
pasaporte_rauw alejandro & mr. naisgai,2025-09-29,2025-09-29,49,1,2025-09-29,False,single,0,1
pasiempre_tainy,2024-07-02,2024-07-20,21,19,2024-07-05,True,album,3,19
passoa_jhayco,2025-09-08,2025-09-27,27,20,2025-09-08,False,album,0,20
passoa_jhayco & kapo,2025-08-17,2025-09-07,19,20,2025-08-26,False,single,9,22
paz_morad,2024-05-18,2024-05-20,44,3,2024-05-18,False,album,0,3
pedro_jaxomy & agatino romero & raffaella carrà,2025-04-14,2025-05-21,14,35,2025-04-21,False,single,7,38
peligrosa_floyymenor,2025-07-31,2025-11-27,3,119,2025-09-08,True,single,39,120
penas de antaño_bizarrap & milo j,2024-10-09,2024-10-12,44,4,2024-10-10,False,single,1,4
perdió este culo_bad gyal,2025-01-28,2025-02-24,18,28,2025-01-31,True,album,3,28
perreo lento_chris jedi & gaby music & dei v,2025-03-02,2025-03-29,28,26,2025-03-07,True,single,5,28
perro negro_bad bunny,2024-10-14,2025-05-31,2,194,2024-10-17,True,album,3,230
perros&gata$_nicki nicole & saiko,2025-07-04,2025-07-07,45,4,2025-07-04,False,single,0,4
"peso pluma: bzrp music sessions, vol. 55_bizarrap & peso pluma",2024-06-03,2024-07-01,2,29,2024-06-03,True,single,0,29
pide_mora,2024-08-30,2024-09-02,15,4,2024-08-30,True,album,0,4
piribiri_jc reyes & pedro calderon,2024-08-09,2024-09-29,37,41,2024-09-17,False,single,39,52
playa del inglés_quevedo,2024-05-18,2024-12-12,15,159,2024-05-18,False,album,0,209
please please please_sabrina carpenter,2025-06-12,2025-06-20,33,9,2025-06-18,True,single,6,9
polaris - remix_saiko,2025-04-28,2025-05-09,31,12,2025-04-29,True,album,1,12
polaris - remix_saiko & feid & quevedo,2024-06-11,2025-04-20,1,311,2024-06-11,True,single,0,314
polaris_saiko,2024-05-18,2024-06-11,22,25,2024-06-10,True,single,23,25
por atrás_quevedo,2025-11-24,2025-11-27,11,4,2025-11-24,False,album,0,4
potra salvaje - hard remix_isabel aaiún & fernando moreno,2025-05-29,2025-09-24,3,114,2025-06-18,False,single,20,119
potra salvaje_isabel aaiún,2025-07-07,2025-08-28,14,50,2025-07-18,False,album,11,53
privilegios_feid,2024-09-30,2024-10-01,46,2,2024-09-30,False,album,0,2
probemas mentales_jzaeb & eix,2025-03-07,2025-03-07,48,1,2025-03-07,True,single,0,1
problemas mentales_jzaeb & eix,2025-03-20,2025-03-22,22,2,2025-03-22,True,single,2,3
provenza_karol g,2025-07-25,2025-07-30,45,6,2025-07-26,False,album,1,6
"ptazeta: bzrp music sessions, vol. 45_paul thin & ruslana",2025-01-18,2025-01-19,42,2,2025-01-18,False,single,0,2
punto g_quevedo,2024-05-18,2025-01-13,23,162,2024-05-30,False,album,12,241
pólvora_mora,2024-08-30,2024-09-09,8,11,2024-08-30,True,album,0,11
q u e v a s h a c e r h o y ?_omar courtz,2025-09-25,2025-11-27,1,64,2025-10-02,False,album,7,64
qlona_karol g,2024-08-19,2025-10-19,8,341,2024-09-14,True,album,26,427
que asco de todo_quevedo,2025-11-24,2025-11-27,19,4,2025-11-24,False,album,0,4
que me lleve el aire_luis cortés,2025-10-10,2025-10-17,42,8,2025-10-13,False,single,3,8
que te vaya bien_rvfv,2024-05-18,2024-06-07,26,21,2024-05-18,False,single,0,21
quevedo #49 after hour the mixtape_dj saot st,2024-06-04,2024-06-04,48,1,2024-06-04,False,album,0,1
"quevedo: bzrp music sessions, vol. 52_bizarrap & quevedo",2024-05-18,2025-01-03,27,133,2024-05-29,False,single,11,231
quickie_dei v,2025-11-19,2025-11-25,31,7,2025-11-23,True,single,4,7
quien es dei v?_dei v,2024-09-24,2025-04-09,10,195,2024-10-04,True,single,10,198
quizás si quizás no_alvaro diaz & quevedo,2024-11-25,2024-12-23,13,29,2024-11-25,False,single,0,29
quién es dei v?_dei v,2025-06-16,2025-06-16,50,1,2025-06-16,True,album,0,1
qué pasaría..._rauw alejandro,2025-11-17,2025-11-27,1,11,2025-11-17,True,album,0,11
qué pecao_manuel turizo,2025-11-24,2025-11-27,34,4,2025-11-24,False,album,0,4
qué pecao_manuel turizo & kapo,2025-10-06,2025-11-23,13,49,2025-10-13,False,single,7,49
rang€ rov€r_cruz cafuné,2025-07-21,2025-07-21,47,1,2025-07-21,True,single,0,1
rapapa_jc reyes,2025-10-20,2025-11-26,8,38,2025-11-01,False,single,12,38
rapeadita love_rels b,2025-04-28,2025-04-28,44,1,2025-04-28,True,album,0,1
rapido (with cris mj)_dei v,2025-06-16,2025-11-27,5,162,2025-08-22,True,album,67,165
rara vez_taiu & milo j,2024-05-18,2024-12-13,15,147,2024-05-20,False,single,2,210
"rauw alejandro: bzrp music sessions, vol. 56_bizarrap & rauw alejandro",2024-06-24,2024-10-13,1,111,2024-06-24,True,single,0,112
razones_ozuna & anuel aa & mambo kingz,2025-06-30,2025-07-05,16,6,2025-06-30,False,single,0,6
real gangsta love_trueno,2025-06-06,2025-11-16,1,154,2025-06-12,True,album,6,164
reina_mora,2024-08-30,2025-04-17,1,228,2024-08-30,True,album,0,231
remember me_duki,2024-07-19,2024-07-22,43,4,2024-07-19,False,album,0,4
remix exclusivo_feid,2024-05-18,2024-06-04,43,17,2024-05-20,True,single,2,18
revolú_rauw alejandro,2025-11-17,2025-11-23,10,7,2025-11-17,True,album,0,7
"ride or die, pt. 2 (with villano antillano & tokischa)_sevdaliza & villano antillano & tokischa",2025-04-26,2025-05-12,26,5,2025-04-27,True,single,1,17
ritmo de medallo_feid,2024-09-30,2024-10-01,37,2,2024-09-30,False,album,0,2
ritual_myke towers,2024-11-25,2024-11-25,48,1,2024-11-25,True,album,0,1
rko_eladio carrion,2025-01-21,2025-01-24,20,4,2025-01-21,True,album,0,4
rockin' around the christmas tree_brenda lee,2024-12-24,2024-12-27,7,4,2024-12-25,False,album,1,4
rockstar 2.0_duki,2024-06-25,2024-07-02,16,8,2024-06-25,True,album,0,8
rockstar 2.0_duki & jhayco,2024-06-24,2024-06-24,14,1,2024-06-24,True,single,0,1
romero santo_dellafuente,2025-06-16,2025-06-21,31,5,2025-06-16,False,album,0,6
rompeolas_martin urrutia,2025-04-12,2025-04-18,39,2,2025-04-18,False,single,6,7
rosas_la oreja de van gogh,2025-10-17,2025-10-26,30,10,2025-10-19,False,album,2,10
rueda_rvfv,2025-06-02,2025-08-14,21,70,2025-06-19,False,album,17,74
rápido_mora,2024-05-18,2024-05-24,41,7,2024-05-18,True,single,0,7
s91_karol g,2024-07-16,2024-09-04,21,49,2024-08-13,False,single,28,51
sangre y fe_cruz cafuné,2024-05-28,2024-06-16,6,20,2024-05-28,True,album,0,20
santa tell me_ariana grande,2024-12-25,2024-12-27,17,3,2024-12-25,False,single,0,3
santa_rvssian,2025-05-22,2025-11-27,2,188,2025-05-22,False,single,0,190
santa_rvssian & rauw alejandro & ayra starr,2025-04-16,2025-05-21,1,36,2025-04-21,False,single,5,36
se fue_rauw alejandro,2025-11-17,2025-11-27,5,11,2025-11-17,False,album,0,11
se grita_morad,2024-07-21,2024-08-05,46,16,2024-07-25,True,album,4,16
se me olvida_maisak & feid,2025-08-24,2025-11-16,11,79,2025-09-01,True,single,8,85
se pone las nike_cano,2025-11-06,2025-11-27,6,22,2025-11-14,False,album,8,22
se te nota (feat. peso pluma)_myke towers,2025-08-24,2025-08-25,27,2,2025-08-24,True,album,0,2
seda_bad bunny,2024-10-14,2025-02-13,6,119,2024-10-14,True,album,0,123
sexesexy_mushkaa,2025-03-31,2025-04-13,40,6,2025-03-31,False,album,0,14
sexo desenfrenado_myke towers,2025-08-24,2025-08-24,45,1,2025-08-24,True,album,0,1
seya_gims,2024-10-21,2025-02-27,21,109,2024-12-20,False,album,60,130
"shakira: bzrp music sessions, vol. 53_bizarrap & shakira",2024-05-18,2024-07-18,30,61,2024-05-23,False,single,5,62
shars 2023_al safir,2024-11-30,2024-12-01,21,2,2024-11-30,False,single,0,2
shibatto_quevedo,2025-11-24,2025-11-27,3,4,2025-11-26,False,album,2,4
si antes te hubiera conocido_karol g,2025-06-22,2025-11-27,1,157,2025-07-02,False,single,10,159
si la calle llama - remix_eladio carrion,2024-05-18,2024-08-29,20,104,2024-05-19,True,album,1,104
si no es contigo_cris mj,2025-06-18,2025-09-20,31,92,2025-08-09,True,single,52,95
si no estás_iñigo quintero,2024-09-20,2025-04-03,1,186,2024-09-29,False,single,9,196
si sabe ferxxo_blessd,2025-01-28,2025-02-28,27,31,2025-02-01,True,album,4,32
"si si si si (feat. eladio carrion, bryant myers, dei v)_the academy: segunda misión",2025-03-31,2025-03-31,16,1,2025-03-31,True,album,0,1
"si si si si (feat. eladio carrion, bryant myers, dei v)_the academy: segunda misión & justin quiles & lenny tavárez",2025-04-01,2025-06-08,16,58,2025-04-12,True,album,11,69
si te pegas_rauw alejandro,2024-07-09,2024-07-12,30,4,2024-07-09,True,album,0,4
sigo enamorau'_eladio carrion,2025-01-21,2025-01-21,17,1,2025-01-21,True,album,0,1
sin gato (miau!)_rels b,2024-05-28,2024-06-03,45,3,2024-05-28,False,single,0,7
sleigh ride_the ronettes,2024-12-25,2024-12-27,28,3,2024-12-25,False,album,0,3
snowman_sia,2024-12-25,2024-12-27,27,3,2024-12-25,False,album,0,3
sofi - remix_samueliyo baby & kevin roldan,2024-12-12,2024-12-14,22,3,2024-12-12,False,single,0,3
solita y sueltaaa_rels b,2024-07-23,2024-07-25,49,3,2024-07-25,False,album,2,3
soltera_shakira,2025-09-28,2025-11-27,5,61,2025-10-14,False,single,16,61
sonrisa_eladio carrion,2025-01-21,2025-01-21,16,1,2025-01-21,True,album,0,1
sorry 4 that much_feid,2025-06-09,2025-07-17,9,38,2025-06-17,True,single,8,39
spanish teteo_rvfv & rels b & omar montes,2024-09-10,2024-09-11,50,2,2024-09-10,True,single,0,2
sport+ rmx_clarent & myke towers,2025-08-15,2025-08-23,47,9,2025-08-17,True,single,2,9
star_jc reyes,2025-10-20,2025-11-27,7,37,2025-11-15,False,single,26,39
suano_ntg & amenazzy,2025-05-16,2025-08-09,6,80,2025-06-02,True,single,17,86
supernova_saiko,2024-05-18,2025-05-03,1,207,2024-05-18,False,single,0,351
t'as peur_aya nakamura,2024-05-18,2024-05-21,45,4,2024-05-18,False,album,0,4
tacos gucci_anuel aa,2025-02-18,2025-03-05,19,12,2025-02-22,True,single,4,16
también_myke towers,2025-08-24,2025-11-27,5,88,2025-10-06,True,album,43,96
tanta droga_eladio carrion,2025-01-21,2025-01-21,27,1,2025-01-21,True,album,0,1
taste_sabrina carpenter,2025-08-29,2025-09-03,47,6,2025-08-31,False,album,2,6
tattoo_loreen,2024-05-18,2024-06-02,21,16,2024-05-18,False,single,0,16
te fallé_quevedo,2025-11-24,2025-11-27,17,4,2025-11-24,False,album,0,4
te menti_ozuna & saiko & ovy on the drums,2024-09-19,2024-09-29,38,11,2024-09-20,False,single,1,11
telefono nuevo_bad bunny,2024-10-14,2024-10-28,9,15,2024-10-14,True,album,0,15
tengo un plan_key-key,2025-04-04,2025-06-11,11,69,2025-04-14,False,single,10,69
thalía - remix_cyril kamer & rvfv & polimá westcoast,2025-07-18,2025-08-23,25,34,2025-08-04,False,single,17,37
thalía_cyril kamer,2025-03-15,2025-06-04,9,81,2025-04-09,False,single,25,82
the code_nemo,2025-05-14,2025-05-18,24,5,2025-05-14,False,single,0,5
the emptiness machine_linkin park,2025-09-11,2025-10-02,30,17,2025-09-13,True,single,2,22
thunder y lightning_bad bunny,2024-10-14,2024-11-17,14,35,2024-10-14,True,album,0,35
timeless (with playboi carti)_the weeknd & playboi carti,2025-09-29,2025-09-29,50,1,2025-09-29,True,single,0,1
todo contigo_álvaro de luna,2024-05-18,2024-09-23,12,129,2024-05-18,False,single,0,129
todo lit_eladio carrion,2025-01-21,2025-01-21,23,1,2025-01-21,True,album,0,1
toy en el mic_bizarrap & milo j,2024-10-07,2024-10-13,24,7,2024-10-10,True,single,3,7
tqg_karol g,2024-05-18,2025-08-08,9,120,2024-05-18,True,album,0,448
tqmqa_eladio carrion,2024-12-17,2025-01-26,15,32,2025-01-21,False,single,35,41
tranquila baby_eladio carrion,2025-01-21,2025-01-21,32,1,2025-01-21,True,album,0,1
trato de estar bien_duki,2025-11-03,2025-11-09,37,5,2025-11-03,False,album,0,7
trending remix (with myke towers)_dei v,2025-03-03,2025-07-20,10,137,2025-03-10,True,single,7,140
tu ritmo_eladio carrion,2025-01-21,2025-01-21,21,1,2025-01-21,True,album,0,1
tu silueta_diegote,2025-07-14,2025-10-28,5,106,2025-07-31,False,single,17,107
tu$$i (with dei v)_yovngchimi,2025-03-02,2025-08-16,11,159,2025-03-19,True,album,17,168
tuya_rosalía,2024-06-11,2024-07-18,6,38,2024-06-11,True,single,0,38
tú con él_rauw alejandro,2025-11-17,2025-11-23,12,7,2025-11-17,False,album,0,7
un deseo_mora,2024-08-30,2024-08-31,20,2,2024-08-30,True,album,0,2
un desperdicio_rels b,2025-04-28,2025-05-15,29,16,2025-05-08,False,album,10,18
un preview_bad bunny,2024-09-27,2024-11-02,1,37,2024-09-27,False,single,0,37
un rodeoooo_rels b,2024-07-23,2024-09-23,36,57,2024-08-10,False,album,18,63
un x100to_grupo frontera & bad bunny,2024-05-18,2024-06-14,31,27,2024-05-21,False,single,3,28
una bachata_lola indigo,2025-02-04,2025-04-27,8,76,2025-02-04,False,album,0,83
una foto remix (feat. emilia)_mesita & nicki nicole & tiago pzk,2025-01-11,2025-06-15,6,153,2025-02-01,False,single,21,156
una velita_bad bunny,2025-09-22,2025-09-27,7,6,2025-09-22,True,single,0,6
underneath the tree_kelly clarkson,2024-12-25,2024-12-27,22,3,2024-12-25,False,album,0,3
uwaie_kapo,2025-08-20,2025-11-27,2,100,2025-08-29,False,single,9,100
vacile_yan block,2025-08-15,2025-11-27,16,105,2025-10-17,True,single,63,105
vagabundo_sebastian yatra,2024-09-24,2024-09-26,14,3,2024-09-24,False,album,0,3
vagabundo_sebastian yatra & manuel turizo & beéle,2024-05-18,2025-10-16,3,384,2024-06-04,False,single,17,517
vampire_olivia rodrigo,2024-07-02,2024-07-02,48,1,2024-07-02,True,single,0,1
vente conmigo_feid,2024-08-06,2024-08-12,22,7,2024-08-06,False,single,0,7
vida de rock_duki,2025-11-03,2025-11-10,34,8,2025-11-07,True,album,4,8
vista al mar_quevedo,2024-05-21,2024-07-29,43,33,2024-05-30,False,album,9,70
volver_tainy,2024-07-02,2024-07-02,49,1,2024-07-02,True,album,0,1
vou 787_bad bunny,2024-10-14,2024-10-18,13,5,2024-10-14,True,album,0,5
vuelve candy b_bad bunny,2024-10-14,2024-10-18,19,5,2024-10-14,True,album,0,5
"vvs switch (feat. hades66, luar la l & cdobleta) - remix_pressure 9x19 & anuel aa & yovngchimi",2025-03-17,2025-03-30,13,13,2025-03-17,True,single,0,14
wanda_quevedo,2024-05-18,2024-12-07,18,145,2024-05-18,False,album,0,204
we can't be friends (wait for your love)_ariana grande,2025-03-11,2025-03-20,31,8,2025-03-13,False,album,2,10
where she goes_bad bunny,2024-05-21,2024-10-28,1,154,2024-05-21,True,single,0,161
whisky_samuel g & oscar el ruso & aissa,2025-07-17,2025-07-31,30,15,2025-07-21,False,single,4,15
wya remix red_j abdiel & de la rose & yan block,2025-06-19,2025-11-16,22,140,2025-07-12,True,single,23,151
x'clusivo - remix_gonzy,2025-10-13,2025-11-23,21,42,2025-10-13,True,album,0,42
x'clusivo - remix_gonzy & saiko & arcángel,2025-03-03,2025-10-12,1,220,2025-03-03,True,single,0,224
x'clusivo_gonzy,2025-01-31,2025-03-09,3,37,2025-03-02,True,single,30,38
xxx_rosario_xxx_saiko,2024-12-24,2025-01-05,23,13,2024-12-24,True,album,0,13
ya es navidad popurrí: ya es navidad- zúmbale a la pandereta - ya vienen los reyes magos - arre borriquito - ya es navidad_raya real,2024-12-25,2024-12-25,34,1,2024-12-25,False,album,0,1
yandel 150_yandel,2024-05-18,2024-09-23,10,125,2024-05-18,True,album,0,129
yankee 150_yandel & feid & daddy yankee,2024-06-18,2024-06-18,46,1,2024-06-18,True,single,0,1
"yes, and?_ariana grande",2025-01-14,2025-01-20,30,7,2025-01-18,True,single,4,7
yo lo soñé_saiko,2025-04-28,2025-08-16,1,109,2025-04-30,False,album,2,111
yo lo soñé_saiko & omar montes,2025-04-19,2025-04-27,2,9,2025-04-25,False,single,6,9
yo sé_yan block & torrres,2025-11-01,2025-11-27,8,26,2025-11-22,True,single,21,27
yo tengo un novio_lola indigo,2024-12-17,2024-12-24,18,8,2024-12-21,False,album,4,8
yotuloko_omar montes & rels b,2025-07-14,2025-11-05,22,114,2025-07-27,False,single,13,115
"young miko: bzrp music sessions, vol. 58_bizarrap & young miko",2025-01-13,2025-04-26,1,100,2025-01-13,False,single,0,104
zorra_nebulossa,2025-02-05,2025-05-18,8,21,2025-02-05,True,single,0,103
